lon,lat,name
-62.25,8.25,Station_163_235
-61.75,8.25,Station_163_236
-61.25,8.25,Station_163_237
-60.75,8.25,Station_163_238
-64.25,7.75,Station_164_231
-61.25,7.75,Station_164_237
-60.75,7.75,Station_164_238
-60.25,7.75,Station_164_239
-59.75,7.75,Station_164_240
-65.25,7.25,Station_165_229
-64.25,7.25,Station_165_231
-63.75,7.25,Station_165_232
-62.25,7.25,Station_165_235
-61.75,7.25,Station_165_236
-61.25,7.25,Station_165_237
-60.75,7.25,Station_165_238
-60.25,7.25,Station_165_239
-59.75,7.25,Station_165_240
-59.25,7.25,Station_165_241
-58.75,7.25,Station_165_242
-66.25,6.75,Station_166_227
-65.75,6.75,Station_166_228
-65.25,6.75,Station_166_229
-64.75,6.75,Station_166_230
-64.25,6.75,Station_166_231
-63.75,6.75,Station_166_232
-63.25,6.75,Station_166_233
-62.75,6.75,Station_166_234
-62.25,6.75,Station_166_235
-61.75,6.75,Station_166_236
-61.25,6.75,Station_166_237
-60.75,6.75,Station_166_238
-60.25,6.75,Station_166_239
-59.75,6.75,Station_166_240
-59.25,6.75,Station_166_241
-58.75,6.75,Station_166_242
-58.25,6.75,Station_166_243
-66.75,6.25,Station_167_226
-66.25,6.25,Station_167_227
-65.75,6.25,Station_167_228
-65.25,6.25,Station_167_229
-64.75,6.25,Station_167_230
-64.25,6.25,Station_167_231
-63.75,6.25,Station_167_232
-63.25,6.25,Station_167_233
-62.75,6.25,Station_167_234
-62.25,6.25,Station_167_235
-61.75,6.25,Station_167_236
-61.25,6.25,Station_167_237
-60.75,6.25,Station_167_238
-60.25,6.25,Station_167_239
-59.75,6.25,Station_167_240
-59.25,6.25,Station_167_241
-58.75,6.25,Station_167_242
-58.25,6.25,Station_167_243
-57.75,6.25,Station_167_244
-66.75,5.75,Station_168_226
-66.25,5.75,Station_168_227
-65.75,5.75,Station_168_228
-65.25,5.75,Station_168_229
-64.75,5.75,Station_168_230
-64.25,5.75,Station_168_231
-63.75,5.75,Station_168_232
-63.25,5.75,Station_168_233
-62.75,5.75,Station_168_234
-62.25,5.75,Station_168_235
-61.75,5.75,Station_168_236
-61.25,5.75,Station_168_237
-60.75,5.75,Station_168_238
-60.25,5.75,Station_168_239
-59.75,5.75,Station_168_240
-59.25,5.75,Station_168_241
-58.75,5.75,Station_168_242
-58.25,5.75,Station_168_243
-57.75,5.75,Station_168_244
-54.75,5.75,Station_168_250
-67.25,5.25,Station_169_225
-66.75,5.25,Station_169_226
-66.25,5.25,Station_169_227
-65.75,5.25,Station_169_228
-65.25,5.25,Station_169_229
-64.75,5.25,Station_169_230
-64.25,5.25,Station_169_231
-63.75,5.25,Station_169_232
-63.25,5.25,Station_169_233
-62.75,5.25,Station_169_234
-62.25,5.25,Station_169_235
-61.75,5.25,Station_169_236
-60.75,5.25,Station_169_238
-60.25,5.25,Station_169_239
-59.75,5.25,Station_169_240
-59.25,5.25,Station_169_241
-58.75,5.25,Station_169_242
-58.25,5.25,Station_169_243
-57.75,5.25,Station_169_244
-57.25,5.25,Station_169_245
-56.75,5.25,Station_169_246
-56.25,5.25,Station_169_247
-55.75,5.25,Station_169_248
-55.25,5.25,Station_169_249
-54.75,5.25,Station_169_250
-54.25,5.25,Station_169_251
-53.75,5.25,Station_169_252
-53.25,5.25,Station_169_253
-67.25,4.75,Station_170_225
-66.75,4.75,Station_170_226
-66.25,4.75,Station_170_227
-65.75,4.75,Station_170_228
-65.25,4.75,Station_170_229
-64.75,4.75,Station_170_230
-64.25,4.75,Station_170_231
-63.75,4.75,Station_170_232
-63.25,4.75,Station_170_233
-62.75,4.75,Station_170_234
-62.25,4.75,Station_170_235
-61.75,4.75,Station_170_236
-59.25,4.75,Station_170_241
-58.75,4.75,Station_170_242
-58.25,4.75,Station_170_243
-57.75,4.75,Station_170_244
-57.25,4.75,Station_170_245
-56.75,4.75,Station_170_246
-56.25,4.75,Station_170_247
-55.75,4.75,Station_170_248
-55.25,4.75,Station_170_249
-54.75,4.75,Station_170_250
-54.25,4.75,Station_170_251
-53.75,4.75,Station_170_252
-53.25,4.75,Station_170_253
-52.75,4.75,Station_170_254
-52.25,4.75,Station_170_255
-69.75,4.25,Station_171_220
-69.25,4.25,Station_171_221
-68.75,4.25,Station_171_222
-68.25,4.25,Station_171_223
-67.75,4.25,Station_171_224
-67.25,4.25,Station_171_225
-66.75,4.25,Station_171_226
-66.25,4.25,Station_171_227
-65.75,4.25,Station_171_228
-65.25,4.25,Station_171_229
-64.75,4.25,Station_171_230
-64.25,4.25,Station_171_231
-63.75,4.25,Station_171_232
-63.25,4.25,Station_171_233
-62.75,4.25,Station_171_234
-62.25,4.25,Station_171_235
-61.75,4.25,Station_171_236
-61.25,4.25,Station_171_237
-59.25,4.25,Station_171_241
-58.75,4.25,Station_171_242
-58.25,4.25,Station_171_243
-57.75,4.25,Station_171_244
-57.25,4.25,Station_171_245
-56.75,4.25,Station_171_246
-56.25,4.25,Station_171_247
-55.75,4.25,Station_171_248
-55.25,4.25,Station_171_249
-54.75,4.25,Station_171_250
-54.25,4.25,Station_171_251
-53.75,4.25,Station_171_252
-53.25,4.25,Station_171_253
-52.75,4.25,Station_171_254
-52.25,4.25,Station_171_255
-70.75,3.75,Station_172_218
-70.25,3.75,Station_172_219
-69.75,3.75,Station_172_220
-69.25,3.75,Station_172_221
-68.75,3.75,Station_172_222
-68.25,3.75,Station_172_223
-67.25,3.75,Station_172_225
-66.75,3.75,Station_172_226
-66.25,3.75,Station_172_227
-65.75,3.75,Station_172_228
-65.25,3.75,Station_172_229
-64.75,3.75,Station_172_230
-64.25,3.75,Station_172_231
-63.75,3.75,Station_172_232
-63.25,3.75,Station_172_233
-62.75,3.75,Station_172_234
-62.25,3.75,Station_172_235
-61.75,3.75,Station_172_236
-61.25,3.75,Station_172_237
-58.75,3.75,Station_172_242
-58.25,3.75,Station_172_243
-57.75,3.75,Station_172_244
-57.25,3.75,Station_172_245
-56.75,3.75,Station_172_246
-56.25,3.75,Station_172_247
-55.75,3.75,Station_172_248
-55.25,3.75,Station_172_249
-54.75,3.75,Station_172_250
-54.25,3.75,Station_172_251
-53.75,3.75,Station_172_252
-53.25,3.75,Station_172_253
-52.75,3.75,Station_172_254
-52.25,3.75,Station_172_255
-51.75,3.75,Station_172_256
-51.25,3.75,Station_172_257
-71.25,3.25,Station_173_217
-70.75,3.25,Station_173_218
-70.25,3.25,Station_173_219
-69.75,3.25,Station_173_220
-69.25,3.25,Station_173_221
-68.75,3.25,Station_173_222
-68.25,3.25,Station_173_223
-67.75,3.25,Station_173_224
-67.25,3.25,Station_173_225
-66.75,3.25,Station_173_226
-66.25,3.25,Station_173_227
-65.75,3.25,Station_173_228
-65.25,3.25,Station_173_229
-64.75,3.25,Station_173_230
-64.25,3.25,Station_173_231
-63.75,3.25,Station_173_232
-63.25,3.25,Station_173_233
-62.75,3.25,Station_173_234
-62.25,3.25,Station_173_235
-61.75,3.25,Station_173_236
-61.25,3.25,Station_173_237
-59.25,3.25,Station_173_241
-58.75,3.25,Station_173_242
-58.25,3.25,Station_173_243
-57.75,3.25,Station_173_244
-57.25,3.25,Station_173_245
-56.75,3.25,Station_173_246
-56.25,3.25,Station_173_247
-55.75,3.25,Station_173_248
-55.25,3.25,Station_173_249
-54.75,3.25,Station_173_250
-54.25,3.25,Station_173_251
-53.75,3.25,Station_173_252
-53.25,3.25,Station_173_253
-52.75,3.25,Station_173_254
-52.25,3.25,Station_173_255
-51.75,3.25,Station_173_256
-51.25,3.25,Station_173_257
-74.25,2.75,Station_174_211
-73.75,2.75,Station_174_212
-73.25,2.75,Station_174_213
-72.75,2.75,Station_174_214
-71.75,2.75,Station_174_216
-71.25,2.75,Station_174_217
-70.75,2.75,Station_174_218
-70.25,2.75,Station_174_219
-69.75,2.75,Station_174_220
-69.25,2.75,Station_174_221
-68.75,2.75,Station_174_222
-68.25,2.75,Station_174_223
-67.75,2.75,Station_174_224
-67.25,2.75,Station_174_225
-66.75,2.75,Station_174_226
-66.25,2.75,Station_174_227
-65.75,2.75,Station_174_228
-65.25,2.75,Station_174_229
-64.75,2.75,Station_174_230
-64.25,2.75,Station_174_231
-63.75,2.75,Station_174_232
-63.25,2.75,Station_174_233
-62.75,2.75,Station_174_234
-62.25,2.75,Station_174_235
-61.75,2.75,Station_174_236
-61.25,2.75,Station_174_237
-60.75,2.75,Station_174_238
-60.25,2.75,Station_174_239
-59.75,2.75,Station_174_240
-58.75,2.75,Station_174_242
-58.25,2.75,Station_174_243
-57.75,2.75,Station_174_244
-57.25,2.75,Station_174_245
-56.75,2.75,Station_174_246
-56.25,2.75,Station_174_247
-55.75,2.75,Station_174_248
-55.25,2.75,Station_174_249
-54.75,2.75,Station_174_250
-54.25,2.75,Station_174_251
-53.75,2.75,Station_174_252
-53.25,2.75,Station_174_253
-52.75,2.75,Station_174_254
-52.25,2.75,Station_174_255
-51.75,2.75,Station_174_256
-51.25,2.75,Station_174_257
-74.75,2.25,Station_175_210
-74.25,2.25,Station_175_211
-73.75,2.25,Station_175_212
-73.25,2.25,Station_175_213
-72.75,2.25,Station_175_214
-71.75,2.25,Station_175_216
-71.25,2.25,Station_175_217
-70.75,2.25,Station_175_218
-70.25,2.25,Station_175_219
-69.75,2.25,Station_175_220
-69.25,2.25,Station_175_221
-68.75,2.25,Station_175_222
-68.25,2.25,Station_175_223
-67.75,2.25,Station_175_224
-67.25,2.25,Station_175_225
-66.75,2.25,Station_175_226
-66.25,2.25,Station_175_227
-65.75,2.25,Station_175_228
-65.25,2.25,Station_175_229
-64.75,2.25,Station_175_230
-64.25,2.25,Station_175_231
-63.75,2.25,Station_175_232
-63.25,2.25,Station_175_233
-62.75,2.25,Station_175_234
-62.25,2.25,Station_175_235
-61.75,2.25,Station_175_236
-61.25,2.25,Station_175_237
-60.75,2.25,Station_175_238
-60.25,2.25,Station_175_239
-59.75,2.25,Station_175_240
-58.75,2.25,Station_175_242
-58.25,2.25,Station_175_243
-57.75,2.25,Station_175_244
-57.25,2.25,Station_175_245
-56.75,2.25,Station_175_246
-56.25,2.25,Station_175_247
-55.75,2.25,Station_175_248
-55.25,2.25,Station_175_249
-54.75,2.25,Station_175_250
-54.25,2.25,Station_175_251
-53.75,2.25,Station_175_252
-53.25,2.25,Station_175_253
-52.75,2.25,Station_175_254
-52.25,2.25,Station_175_255
-51.75,2.25,Station_175_256
-51.25,2.25,Station_175_257
-75.25,1.75,Station_176_209
-74.25,1.75,Station_176_211
-73.25,1.75,Station_176_213
-72.75,1.75,Station_176_214
-72.25,1.75,Station_176_215
-71.75,1.75,Station_176_216
-71.25,1.75,Station_176_217
-70.75,1.75,Station_176_218
-70.25,1.75,Station_176_219
-69.75,1.75,Station_176_220
-69.25,1.75,Station_176_221
-68.75,1.75,Station_176_222
-68.25,1.75,Station_176_223
-67.75,1.75,Station_176_224
-67.25,1.75,Station_176_225
-66.75,1.75,Station_176_226
-66.25,1.75,Station_176_227
-65.75,1.75,Station_176_228
-65.25,1.75,Station_176_229
-64.75,1.75,Station_176_230
-64.25,1.75,Station_176_231
-63.75,1.75,Station_176_232
-63.25,1.75,Station_176_233
-62.75,1.75,Station_176_234
-62.25,1.75,Station_176_235
-61.75,1.75,Station_176_236
-61.25,1.75,Station_176_237
-60.75,1.75,Station_176_238
-60.25,1.75,Station_176_239
-59.75,1.75,Station_176_240
-59.25,1.75,Station_176_241
-58.75,1.75,Station_176_242
-58.25,1.75,Station_176_243
-57.75,1.75,Station_176_244
-57.25,1.75,Station_176_245
-56.75,1.75,Station_176_246
-56.25,1.75,Station_176_247
-55.25,1.75,Station_176_249
-54.75,1.75,Station_176_250
-54.25,1.75,Station_176_251
-53.75,1.75,Station_176_252
-53.25,1.75,Station_176_253
-52.75,1.75,Station_176_254
-52.25,1.75,Station_176_255
-51.75,1.75,Station_176_256
-51.25,1.75,Station_176_257
-50.75,1.75,Station_176_258
-76.25,1.25,Station_177_207
-75.75,1.25,Station_177_208
-74.25,1.25,Station_177_211
-73.75,1.25,Station_177_212
-73.25,1.25,Station_177_213
-72.75,1.25,Station_177_214
-72.25,1.25,Station_177_215
-71.75,1.25,Station_177_216
-71.25,1.25,Station_177_217
-70.75,1.25,Station_177_218
-70.25,1.25,Station_177_219
-69.75,1.25,Station_177_220
-69.25,1.25,Station_177_221
-68.75,1.25,Station_177_222
-68.25,1.25,Station_177_223
-67.75,1.25,Station_177_224
-67.25,1.25,Station_177_225
-66.75,1.25,Station_177_226
-66.25,1.25,Station_177_227
-65.75,1.25,Station_177_228
-65.25,1.25,Station_177_229
-64.75,1.25,Station_177_230
-64.25,1.25,Station_177_231
-63.75,1.25,Station_177_232
-63.25,1.25,Station_177_233
-62.75,1.25,Station_177_234
-62.25,1.25,Station_177_235
-61.75,1.25,Station_177_236
-61.25,1.25,Station_177_237
-60.75,1.25,Station_177_238
-60.25,1.25,Station_177_239
-59.75,1.25,Station_177_240
-59.25,1.25,Station_177_241
-58.75,1.25,Station_177_242
-58.25,1.25,Station_177_243
-57.75,1.25,Station_177_244
-57.25,1.25,Station_177_245
-56.75,1.25,Station_177_246
-56.25,1.25,Station_177_247
-55.75,1.25,Station_177_248
-55.25,1.25,Station_177_249
-54.75,1.25,Station_177_250
-54.25,1.25,Station_177_251
-53.75,1.25,Station_177_252
-53.25,1.25,Station_177_253
-52.75,1.25,Station_177_254
-52.25,1.25,Station_177_255
-51.75,1.25,Station_177_256
-51.25,1.25,Station_177_257
-76.75,0.75,Station_178_206
-76.25,0.75,Station_178_207
-75.75,0.75,Station_178_208
-75.25,0.75,Station_178_209
-74.75,0.75,Station_178_210
-74.25,0.75,Station_178_211
-73.75,0.75,Station_178_212
-73.25,0.75,Station_178_213
-72.75,0.75,Station_178_214
-72.25,0.75,Station_178_215
-71.75,0.75,Station_178_216
-71.25,0.75,Station_178_217
-70.75,0.75,Station_178_218
-70.25,0.75,Station_178_219
-69.75,0.75,Station_178_220
-69.25,0.75,Station_178_221
-68.75,0.75,Station_178_222
-68.25,0.75,Station_178_223
-67.75,0.75,Station_178_224
-67.25,0.75,Station_178_225
-66.75,0.75,Station_178_226
-66.25,0.75,Station_178_227
-65.75,0.75,Station_178_228
-65.25,0.75,Station_178_229
-64.75,0.75,Station_178_230
-64.25,0.75,Station_178_231
-63.75,0.75,Station_178_232
-63.25,0.75,Station_178_233
-62.75,0.75,Station_178_234
-62.25,0.75,Station_178_235
-61.75,0.75,Station_178_236
-61.25,0.75,Station_178_237
-60.75,0.75,Station_178_238
-60.25,0.75,Station_178_239
-59.75,0.75,Station_178_240
-59.25,0.75,Station_178_241
-58.75,0.75,Station_178_242
-58.25,0.75,Station_178_243
-57.75,0.75,Station_178_244
-57.25,0.75,Station_178_245
-56.75,0.75,Station_178_246
-56.25,0.75,Station_178_247
-55.75,0.75,Station_178_248
-55.25,0.75,Station_178_249
-54.75,0.75,Station_178_250
-54.25,0.75,Station_178_251
-53.75,0.75,Station_178_252
-53.25,0.75,Station_178_253
-52.75,0.75,Station_178_254
-52.25,0.75,Station_178_255
-51.75,0.75,Station_178_256
-51.25,0.75,Station_178_257
-76.75,0.25,Station_179_206
-76.25,0.25,Station_179_207
-75.75,0.25,Station_179_208
-75.25,0.25,Station_179_209
-74.75,0.25,Station_179_210
-74.25,0.25,Station_179_211
-73.75,0.25,Station_179_212
-73.25,0.25,Station_179_213
-72.75,0.25,Station_179_214
-72.25,0.25,Station_179_215
-71.75,0.25,Station_179_216
-71.25,0.25,Station_179_217
-70.75,0.25,Station_179_218
-70.25,0.25,Station_179_219
-69.75,0.25,Station_179_220
-69.25,0.25,Station_179_221
-68.75,0.25,Station_179_222
-68.25,0.25,Station_179_223
-67.75,0.25,Station_179_224
-67.25,0.25,Station_179_225
-66.75,0.25,Station_179_226
-66.25,0.25,Station_179_227
-65.75,0.25,Station_179_228
-65.25,0.25,Station_179_229
-64.75,0.25,Station_179_230
-64.25,0.25,Station_179_231
-63.75,0.25,Station_179_232
-63.25,0.25,Station_179_233
-62.75,0.25,Station_179_234
-61.75,0.25,Station_179_236
-61.25,0.25,Station_179_237
-60.75,0.25,Station_179_238
-60.25,0.25,Station_179_239
-59.75,0.25,Station_179_240
-59.25,0.25,Station_179_241
-58.75,0.25,Station_179_242
-58.25,0.25,Station_179_243
-57.75,0.25,Station_179_244
-57.25,0.25,Station_179_245
-56.75,0.25,Station_179_246
-56.25,0.25,Station_179_247
-55.75,0.25,Station_179_248
-55.25,0.25,Station_179_249
-54.75,0.25,Station_179_250
-54.25,0.25,Station_179_251
-53.75,0.25,Station_179_252
-53.25,0.25,Station_179_253
-52.75,0.25,Station_179_254
-52.25,0.25,Station_179_255
-51.75,0.25,Station_179_256
-51.25,0.25,Station_179_257
-77.75,-0.25,Station_180_204
-77.25,-0.25,Station_180_205
-76.75,-0.25,Station_180_206
-76.25,-0.25,Station_180_207
-75.75,-0.25,Station_180_208
-75.25,-0.25,Station_180_209
-74.75,-0.25,Station_180_210
-74.25,-0.25,Station_180_211
-73.75,-0.25,Station_180_212
-73.25,-0.25,Station_180_213
-72.75,-0.25,Station_180_214
-72.25,-0.25,Station_180_215
-71.75,-0.25,Station_180_216
-71.25,-0.25,Station_180_217
-70.75,-0.25,Station_180_218
-70.25,-0.25,Station_180_219
-69.75,-0.25,Station_180_220
-69.25,-0.25,Station_180_221
-68.75,-0.25,Station_180_222
-68.25,-0.25,Station_180_223
-67.75,-0.25,Station_180_224
-67.25,-0.25,Station_180_225
-66.75,-0.25,Station_180_226
-66.25,-0.25,Station_180_227
-65.75,-0.25,Station_180_228
-65.25,-0.25,Station_180_229
-64.75,-0.25,Station_180_230
-64.25,-0.25,Station_180_231
-63.75,-0.25,Station_180_232
-63.25,-0.25,Station_180_233
-62.75,-0.25,Station_180_234
-62.25,-0.25,Station_180_235
-61.75,-0.25,Station_180_236
-61.25,-0.25,Station_180_237
-60.75,-0.25,Station_180_238
-60.25,-0.25,Station_180_239
-59.75,-0.25,Station_180_240
-59.25,-0.25,Station_180_241
-58.75,-0.25,Station_180_242
-58.25,-0.25,Station_180_243
-57.75,-0.25,Station_180_244
-57.25,-0.25,Station_180_245
-56.75,-0.25,Station_180_246
-56.25,-0.25,Station_180_247
-55.75,-0.25,Station_180_248
-55.25,-0.25,Station_180_249
-54.75,-0.25,Station_180_250
-54.25,-0.25,Station_180_251
-53.75,-0.25,Station_180_252
-53.25,-0.25,Station_180_253
-52.75,-0.25,Station_180_254
-52.25,-0.25,Station_180_255
-51.75,-0.25,Station_180_256
-51.25,-0.25,Station_180_257
-50.75,-0.25,Station_180_258
-50.25,-0.25,Station_180_259
-49.75,-0.25,Station_180_260
-77.75,-0.75,Station_181_204
-77.25,-0.75,Station_181_205
-76.75,-0.75,Station_181_206
-76.25,-0.75,Station_181_207
-75.75,-0.75,Station_181_208
-75.25,-0.75,Station_181_209
-74.75,-0.75,Station_181_210
-74.25,-0.75,Station_181_211
-73.75,-0.75,Station_181_212
-73.25,-0.75,Station_181_213
-72.75,-0.75,Station_181_214
-72.25,-0.75,Station_181_215
-71.75,-0.75,Station_181_216
-71.25,-0.75,Station_181_217
-70.75,-0.75,Station_181_218
-70.25,-0.75,Station_181_219
-69.75,-0.75,Station_181_220
-69.25,-0.75,Station_181_221
-68.75,-0.75,Station_181_222
-68.25,-0.75,Station_181_223
-67.75,-0.75,Station_181_224
-67.25,-0.75,Station_181_225
-66.75,-0.75,Station_181_226
-66.25,-0.75,Station_181_227
-65.75,-0.75,Station_181_228
-65.25,-0.75,Station_181_229
-64.75,-0.75,Station_181_230
-64.25,-0.75,Station_181_231
-63.75,-0.75,Station_181_232
-63.25,-0.75,Station_181_233
-62.75,-0.75,Station_181_234
-62.25,-0.75,Station_181_235
-61.75,-0.75,Station_181_236
-61.25,-0.75,Station_181_237
-60.75,-0.75,Station_181_238
-60.25,-0.75,Station_181_239
-59.75,-0.75,Station_181_240
-59.25,-0.75,Station_181_241
-58.75,-0.75,Station_181_242
-58.25,-0.75,Station_181_243
-57.75,-0.75,Station_181_244
-57.25,-0.75,Station_181_245
-56.75,-0.75,Station_181_246
-56.25,-0.75,Station_181_247
-55.75,-0.75,Station_181_248
-55.25,-0.75,Station_181_249
-54.75,-0.75,Station_181_250
-54.25,-0.75,Station_181_251
-53.75,-0.75,Station_181_252
-53.25,-0.75,Station_181_253
-52.75,-0.75,Station_181_254
-52.25,-0.75,Station_181_255
-51.75,-0.75,Station_181_256
-51.25,-0.75,Station_181_257
-50.75,-0.75,Station_181_258
-50.25,-0.75,Station_181_259
-49.75,-0.75,Station_181_260
-49.25,-0.75,Station_181_261
-47.75,-0.75,Station_181_264
-47.25,-0.75,Station_181_265
-78.25,-1.25,Station_182_203
-77.75,-1.25,Station_182_204
-77.25,-1.25,Station_182_205
-76.75,-1.25,Station_182_206
-76.25,-1.25,Station_182_207
-75.75,-1.25,Station_182_208
-75.25,-1.25,Station_182_209
-74.75,-1.25,Station_182_210
-74.25,-1.25,Station_182_211
-73.75,-1.25,Station_182_212
-73.25,-1.25,Station_182_213
-72.75,-1.25,Station_182_214
-72.25,-1.25,Station_182_215
-71.75,-1.25,Station_182_216
-71.25,-1.25,Station_182_217
-70.75,-1.25,Station_182_218
-70.25,-1.25,Station_182_219
-69.75,-1.25,Station_182_220
-69.25,-1.25,Station_182_221
-68.75,-1.25,Station_182_222
-68.25,-1.25,Station_182_223
-67.75,-1.25,Station_182_224
-67.25,-1.25,Station_182_225
-66.75,-1.25,Station_182_226
-66.25,-1.25,Station_182_227
-65.75,-1.25,Station_182_228
-65.25,-1.25,Station_182_229
-64.75,-1.25,Station_182_230
-64.25,-1.25,Station_182_231
-63.75,-1.25,Station_182_232
-63.25,-1.25,Station_182_233
-62.75,-1.25,Station_182_234
-62.25,-1.25,Station_182_235
-61.75,-1.25,Station_182_236
-61.25,-1.25,Station_182_237
-60.75,-1.25,Station_182_238
-60.25,-1.25,Station_182_239
-59.75,-1.25,Station_182_240
-59.25,-1.25,Station_182_241
-58.75,-1.25,Station_182_242
-58.25,-1.25,Station_182_243
-57.75,-1.25,Station_182_244
-57.25,-1.25,Station_182_245
-56.75,-1.25,Station_182_246
-56.25,-1.25,Station_182_247
-55.75,-1.25,Station_182_248
-55.25,-1.25,Station_182_249
-54.75,-1.25,Station_182_250
-54.25,-1.25,Station_182_251
-53.75,-1.25,Station_182_252
-53.25,-1.25,Station_182_253
-52.75,-1.25,Station_182_254
-52.25,-1.25,Station_182_255
-51.75,-1.25,Station_182_256
-51.25,-1.25,Station_182_257
-50.75,-1.25,Station_182_258
-50.25,-1.25,Station_182_259
-49.75,-1.25,Station_182_260
-49.25,-1.25,Station_182_261
-48.75,-1.25,Station_182_262
-48.25,-1.25,Station_182_263
-47.75,-1.25,Station_182_264
-47.25,-1.25,Station_182_265
-46.75,-1.25,Station_182_266
-46.25,-1.25,Station_182_267
-77.75,-1.75,Station_183_204
